id,rating_number,rating_text
172,4.5,"Jerónimo es un buen profesor. He visto más de una clase con él: introducción y literatura portuguesa (que dictó con Ana Prata). Es un profesor que siempre está dispuesto a ayudar a los estudiantes con sus proyectos académicos, creativos o investigativos. En general trae invitados cuando es época de FILBO y propone actividades en torno a ella. Tal v..."
173,3.5,No explica muy bien ni es muy dedicado.
174,5,"Es un excelente profesor que se preocupa por que todos aprendan, ayuda mucho dando parciales pasados y prepara bien para el final."
175,3,El profesor no explica bien. Te toca aprender por tu propia cuenta
176,4.6,"Explica muy bien y se preocupa por que sus estudiantes entiendan, lo unico malo es que la clase se puede volver lenta."
177,2,"Viviola es la tapa de lo escuelero. A nivel de que quita los celulares en clases y todo. Es querida y buena persona, sin embargo las clases tienden a ser muy aburridas y la verdad no se aprende mucho con ella."
178,4.3,"Lucas es ciertamente el mejor, es consciente de que tenemos más materias, siempre se devuelve para asegurarse de que todo está claro y el estudiante entienda como hacer las cosas. Es carismático y el monitor es muy atento."
179,5,Es una excelente pedagoga y persona. Se nota lo interesada que está en dictar sus cursos y en el proceso de enseñanza. Estoy muy contenta de ver a una profesora tan aplicaba y preparada.
180,5,"Laura es una profesora excelente. Las clases con ella son muy amenas y fáciles de entender. Deja tareas, pero son muy fáciles y hace retroalimentaciones muy útiles. Identifica los temas de la clase que le cuestan a los estudiantes y usa muchas herramientas para que lo comprendan. Es muy didáctica sin ser escuelera."
181,5,"Es un gran profesor. Para algunos su ""mamadera de gallo"" puede ser un contra, en mi caso no lo es, eso hace su clase única. El tipo explica excelente y su clase no es aburrida. No le gusta que no le lean pero tampoco es tan grave, aunque es cierto que se le puede sacar más jugo al curso si uno lo hace."
182,3.4,"Hector es muy buena persona, pero siento que por la forma en la cual esta planteada la clase puede hacer que esta se vuelva tediosa y desorganizada. "
183,5,Pros: Es muy buena gente y explica muy bien. En los parciales sólo evalúa lo que él explica en clase.
184,4.9,Alvaro es un gran profesor y una gran persona. 
185,4.3,"Kathleen es muy buena profesora. La materia es muy pesada y quita MUCHO tiempo. Deja mucho trabajo siempre y es muy exigente, sin embargo, vale mucho la pena ver clase con ella. Kathleen te enseña mucho sobre tips de pronunciación y mas alla de eso, como desenvolverte en diferentes contextos. Es amable y se puede negociar con ella. A veces, puede ser un poco arrogante pero no es nada grave."
186,2,"No es una buena profesora, no se le entiende, no se toma enserio su trabajo."
187,5,"Su clase es muy buena, y sabe mucho del tema. Si uno quiere aprender, realmente aprende mucho. Además, es un ser humano muy integro."
188,5,"Una de las mejores profesoras de cálculo que he tenido en la universidad. Explica muy muy bien porque explica los tipos de ejercicios y como resolverlos (poco de teoría y demostraciones). Es bastante amable con los estudiantes y procura que todos entiendan todo. Por ejemplo, al principio del tema de series tomó una clase más porque entendía que el ..."
189,2,Muy mal profesor
190,1,"La peor clase de Obligaciones I en la vida. El profesor conoce de la materia, ha ejercido como abogado ene se campo, especialmente el financiero. Da explicaciones claras y relativamente seguibles, pero NO tiene un hilo conductor para su materia, NO tiene un programa claro y definido (ademas lo cambia cuando le apetece) y evalua de forma absurda, ca..."
191,4.6,"Es como sentarse a charlar con un ser querido entrado en años. Es un hombre conversador, y si usted sabe involucrarse va a crear una atmósfera de mucha confianza y conocimiento. Califica duro, pero así mismo las clases aportan muchas herramientas."
192,1,"No explica bien pero es muy atento con los estudiantes, tiene un ego un poco agrandado"
193,2,"Vi SAD con Camilo y horrible, es un profesor que no hace si no leer las diapositivas, se enreda mucho y no parece que maneje del todo los temas."
194,4.5,"Es muy buena profesora, las clases son interesantes."
195,4,La clase es muy chevere y entretenida. Se preocupa por que sus estudiantes aprendad. A veces califica duro
196,5,Es un excelente profesor que se preocupa porque sus estudiantes aprendan.
197,5,Buen profesor. Realiza buenas explicaciones y ejercicios en clase del tema. Buena actitud y disposicion para enseñar y resolver dudas. Realiza analogias que facilitan entender los conceptos del curso
198,4.2,"Es un excelente profesor, sabe mucho del tema que enseña, sí algún estudiante tiene una pregunta la puede resolver sin ningún problema, su clase es muy entretenida y se aprende bastante."
199,4.6,"Es un gran docente, explica muy bien cada uno de los temas y hace ejercicios que ayudan al aprendizaje. Es muy amable y resuelve todas las dudas de los estudiantes. A lo largo del semestre falto como 5 veces en las que el complementario lo reemplazaba y la clase era muy diferente."
200,5,"FUE MI CLASE FAVORITA DE PRIMER SEMESTRE. Me encanto cada lectura, cada clase y el sistema blended permite ingeniar distintas maneras de realizar los trabajos. Todos los trabajos son en grupo así que recomiendo escoger gente trabajadora porque hay bastante carga académica. Los grupos cambian con cada trabajo y los eliges tu. El profesor intenta hac..."
201,4.5,Monica sabe mucho del tema y se ve la pasión al explicar.
202,5,"Para mí Julio es uno de los mejores que he tenido en la universidad, no es el tipo de profesor que te enseña mucho en clase pero se nota que es un duro y sabe muchísimo. Ir a la clase de Julio es ir a reírse por 2 horas de la cantidad de bobadas que alcanza a decir en una clase.Pone talleres largos de cada tema y toca buscar muchos recursos externo..."
203,4,"Es bastante impuntual y parece que a veces no prepara la clase, pero es muy bueno explicando, atiende dudas y los parciales son de acuerdo a lo visto en clase"
204,4.5,"Fue un gran refuerzo de Dinámica de Sistemas, estaba pendiente de todos los estudiantes. Siempre me dio la impresión que era muy dura calificando, pero de resto, gran profesora."
205,4.4,"Liliana le pone mucha energia y entusiasmo a la clase. Explica todo desde la gran experiencia que tiene y a pesar de que la clase es de Ing. Ambiental tiene un gran apoyo en los monitores, lo deja a uno muy preparado para el curso de Tratamiento de aguas residuales. Los examenes son de mucha memoria, pero nada complicados."
206,5,"El mejor profesor que tuve en la carrera. Metodología impecable y como persona es un tipazo, no hay problema (ni es nada difícil) hablarle o preguntarle cualquier cosa como sí pasa con otros profesores. No me fue tan bien como esperaba pero el nivel de aprendizaje fue impresionante, ya terminando la carrera aun recuerdo y aplico ciertas lecciones e..."
207,5,Con toda seguridad uno de los mejores profesores de matematicas de la universidad. Es excelente explicando. Siempre es supremamente claro y esta más que dispuesto a atender todo tipo de dudas.
208,5,Es excelente profesor. Dibuja muy bien y esto hace que todos los ejemplos se entiendan además de que es muy organizado en el tablero y esto hace más fácil la resolución de ejercicios.
209,4,"Es un profesor dedicado y dispuesto a responder cualquier pregunta. Se le notan las ganas de enseñar y de ayudar a sus estudiantes. Sin embargo, esto no evita que su clase se torne aburrida y pesada por momentos. Rachid dicta la primera parte del curso de Econometria en la cual hay muchas demostraciones matématicas, lo que hace la clase densa y poco entretenida."
210,3,"La clase es relevante para el conocimiento antropológico, ya que enseña otra perspectiva de la disciplina. Sin embargo, la clase busca abarcar una gran variedad de temas saturando de actividades y obligaciones al estudiante. Algunas de estas actividades no cuentan con el apoyo de la docente y no se evidencia un proceso conjunto de enseñanza y apren..."
211,4.1,"Buen profe, sabe lo que dicta. "
212,2.7,"Creo que Jacinto tiene una metodología bastante peculiar. Él cree que al ser ""escuelero"" se entienden más los temas pero lo que causa es que la clase sea demasiado tediosa. No se avanza mucho y además es extremadamente desordenado."
213,4.3,"Angelika es toda una madre, durante la mayoría de las clases trata de llamar la atención de sus estudiantes de múltiples maneras. Sin embargo, la clase puede tornarse a solo leer las diapositivas"
214,5,"Es un excelente profesor, no solo por ser muy bueno en el tema y en transmitir esa información, también porque es una excelente persona y transmite ética en lo que enseña."
215,5,"Increíble maestra. Agradecerán meter clase con ella. La segunda mitad del semestre grabé sus clases con el celular para escucharla de nuevo, y es increíble el cerebro de esa mujer."
216,4.5,"Me gustó la clase. La Arquitectura de software no es un tema para todos; considero que hay que tener conocimiento y leer por cuenta propia antes de ir a las clases. La profesora se preocupa por sus estudiantes. Puede que la clase no sea divertida, pero está bien, claramente no le pagan por ser un parque de diversiones."
217,5,Explica muy bien en clase. Los talleres y tareas son muy de acuerdo a lo que enseña. Los parciales no son difíciles.
218,2,"NO SE HAGA ESTE DAÑO! Si quiere sufrir todo el semestre a ver si pasa lineal o no entonces esta es la profesora indicada. Sus clases eran muy complicadas y se le entiende muy poco. Muy pocas personas de mi sección entendían y podían responderle a alguna de sus preguntas. La complementaria es un infierno, me imagino que las evaluaciones las hacía Mo..."
219,4.8,"Nicolás es un gran profesor, nunca se queda con una lectura superficial y siempre intenta ir más allá relacionando el tema con su contexto histórico, mostrando contra argumentaciones o ejemplos que no son en absoluto obvios. Este semestre nos hizo trabajar en grupo todas las semanas pero las calificaciones no eran excesivamente duras. Siempre está ..."
